,Datetime,Tweet Id,Text,Username,label
487,2022-02-21 23:45:03+00:00,1495907451136266240,"If you're isolating and can't earn an income because of COVID-19, you may be able to get the Pandemic Leave Disaster Payment. Claim online through myGov.

Find out more here: https://t.co/Im7Q6YuiVu https://t.co/G5CJygU6YW",ServicesGovAU,1
491,2022-02-21 23:45:00+00:00,1495907439396360193,"""With the COVID-19 pandemic exacerbating mental health challenges and health inequity in the workplace, the shift toward holistic — or whole-person — wellbeing has become even more prominent. "" @virginpulse  https://t.co/VBjJrmG58J https://t.co/fE3kGZJgBD",mind_current,1
506,2022-02-21 23:44:44+00:00,1495907369695338496,"The COVID-19 Pandemic has not been welcoming to many people. This is a hint to visit a therapist if Corona Virus has affected your financial situation, relationship, or general peace of mind. https://t.co/CF1dldReDo",Victori44685362,1
510,2022-02-21 23:44:40+00:00,1495907354604449792,"@ryangrim take it easy on him, Ryan. He got long COVID-19 from the vaccine, despite the fact the vaccine doesn't have COVID-19 in it.",_PeteSmith_,1
512,2022-02-21 23:44:34+00:00,1495907328629088262,"“Safe &amp; effective” 

UK - Children - Covid-19 Injection Harm - Per MHRA to 9th February 2022

3,334 children now harmed (includes undisclosed fatalities)

3.2 million first doses administered to children and 1.5 million second doses - per MHRA

See page 15:https://t.co/Z6fVZxl5Kk",ResistAgenda21,1
514,2022-02-21 23:44:33+00:00,1495907326150479872,"The #Covid19 vaccination certificates of arriving travelers from eight more countries would be accepted in the Philippines, Malacañang announced Monday, 21 February.

Read more: 
https://t.co/m6mKh7lcKz 

#VaxCard
#DailyTribune",cnc_tribunephl,1
517,2022-02-21 23:44:24+00:00,1495907286384099328,"British Prime Minister Boris on Monday said he would end all coronavirus restrictions in England including mandatory self-isolation for people with COVID-19 and free testing,…”, Reuters reports. 

Lessons for Sierra Leone’s President Julius' Maada Bio.",MahmudTim,1
520,2022-02-21 23:44:20+00:00,1495907271435558916,UK: Boris Johnson to scrap all COVID-19 legal curbs as criticism mounts https://t.co/S1wVSRfSY0,NewsNextWeb,1
521,2022-02-21 23:44:19+00:00,1495907266402439171,"The #Covid19 vaccination certificates of arriving travelers from eight more countries would be accepted in the Philippines, Malacañang announced Monday, 21 February.

Read more: 
https://t.co/m6mKh7kEV1 

#VaxCard
#DailyTribune",cnc_tribunephl,1
524,2022-02-21 23:44:12+00:00,1495907235905830915,"The #Covid19 vaccination certificates of arriving travelers from eight more countries would be accepted in the Philippines, Malacañang announced Monday, 21 February.

Read more: 
https://t.co/ECcp9HZCRs 

#VaxCard
#DailyTribune",tribunephl,1
527,2022-02-21 23:44:06+00:00,1495907211339513858,"COVID-19: News and updates for Washington, DC During the Coronavirus (COVID-19) pandemic, keeping hands clean . Washing hands with soap and water is the best way to get rid of germs in most situations https://t.co/vsN0ksb7zV https://t.co/mPG8vFBQK2",handmade_soap,1
528,2022-02-21 23:44:01+00:00,1495907190443593730,Why natural killer cells react to COVID-19 - https://t.co/DSntGw9868 https://t.co/dLax8PeMIH,sdeeng1990,1
530,2022-02-21 23:44:00+00:00,1495907184638857219,"Covid 19 Omicron outbreak, Parliament protest: Tempers flare - police say 'genuine protesters no longer in control', via @nzherald https://t.co/O3LqILoy4b",hotchipsgravy,1
531,2022-02-21 23:43:59+00:00,1495907183351021568,"Despite COVID-19 Pandemic, Demand for African Developers Surges Higher- Google Report Reveals - https://t.co/mxn20SuBij https://t.co/JtGHTgKdD9",Commsweek,1
532,2022-02-21 23:43:50+00:00,1495907145858129926,"@CardinalNewsVA @WasonCenter @TNECD Many states ended fiscal 2021 this summer with the largest surpluses in their history, thanks to surging state revenues, investment income and federal COVID-19 aid.
https://t.co/L4hoQzoP2G.",ASTC_LLC,1
535,2022-02-21 23:43:48+00:00,1495907135137460224,@NoLieWithBTC How many Floridians died of #COVID19 ???,election_every,1
536,2022-02-21 23:43:45+00:00,1495907124253270016,"@KatyMcconkey @SGriffin_Lab @markspen9999 @NHSConfed Organize. Strike.

The time for Bargaining with The British State is over. 

It is high time we fight back and dismantle The British State.

Western Liberalism has just done to the #covid19 pandemic, what it's done to the hothouse earth climate trajectory.",All__Incomplete,1
539,2022-02-21 23:43:41+00:00,1495907106121302024,"It shows that anyone, even the Queen, can get #Covid19 if an infected person comes into contact with them. And removing restrictions makes this more likely. Vulnerable people will now be at greater risk. And you and people like you approve of that. What does this say about you!",derekjames150,1
541,2022-02-21 23:43:38+00:00,1495907093324443652,"@mjshally Great thread!
For those who didn't know the recent words, maybe this will help? 🙂
""Any ULTRA idiot who claims that you can DODGE Covid-19 by SWILLing CAULK in your mouth deserves not a TACIT contempt, but an open, direct one.""",whywherefore,1
546,2022-02-21 23:43:33+00:00,1495907075112992768,"As the covid-19 Omicron outbreak reached 2365 new cases today, I was happy that Vikki and I got our booster shots this morning.

Get boosted! It could save your life.",jonz444,1
549,2022-02-21 23:43:32+00:00,1495907067701661700,Thomas Müller has tested positive for Covid-19. 😷,FCBayern_World,1
551,2022-02-21 23:43:31+00:00,1495907063276388352,"May kind, Tigress, Queen Elizabeth heal quickly from Covid-19.",DanaGuefen,1
552,2022-02-21 23:43:23+00:00,1495907030120513540,"Sajid Javid: Support for 500,000 Immunocompromised People for whom Covid-19 remains a significant risk - Sign the Petition! https://t.co/Cdv6YcQ8SI via @UKChange",Michael43982709,1
553,2022-02-21 23:43:20+00:00,1495907019051929603,what will kill more people?  Covid-19 or Vlad Putin?,Komprezer,1
557,2022-02-21 23:43:06+00:00,1495906958846853122,"As California begins moving to an endemic approach to addressing COVID-19, Humboldt County hospitals @Madriverhosp &amp; @ProvidenceNCal still face supply chain issues and staffing shortages amid The Great Resignation.

https://t.co/aVKr9o2Odo",soniawaraich,1
562,2022-02-21 23:43:01+00:00,1495906939699671041,"""There is no doubt the pandemic has exacerbated the vulnerability of certain groups and widened inequality in the country.""

Mongolia needs to focus on poverty reduction in its #COVID19 economic recovery, Ariun-Erdene Bayarjargal writes. @ANU_CBE https://t.co/NvO9780r1e",APPSPolicyForum,1
563,2022-02-21 23:43:01+00:00,1495906938957307906,"#COVID19 Update
▶️ Total patients tested for COVID-19 at Michigan Medicine since the pandemic began: 351,281
▶️ Total positive tests: 20,727
▶️ Current inpatients that are COVID-19 positive: 45
▶️ Total COVID-19 patients discharged: 4,909
▶️ Learn more: https://t.co/ukxkcQrbcO https://t.co/9gdjKPB3xC",umichmedicine,1
566,2022-02-21 23:42:57+00:00,1495906922851188738,Omicron sub-variant BA.2 unlikely to cause fresh Covid-19 outbreak: Top medical expert https://t.co/wqLTxu3iRF,TheSahuNews,1
567,2022-02-21 23:42:56+00:00,1495906919848058880,"Traveling this year looks different due to Coronavirus (Covid 19) Pandemic. Wear your masks and stay safe while traveling. 

Download EasyGate application to help you during your coming trips

#application #Download #aviation #Airport #Android #ios #airports #Travel #COVID19 https://t.co/7kYUXGkfg7",JPJets_Group,1
572,2022-02-21 23:42:43+00:00,1495906862424027138,"LATEST | Queensland has recorded five COVID-19 deaths. 

There are 380 people in hospital with the virus. 30 are in intensive care. 

The state has recorded 5583 new cases.",NewsTalk4BC,1
577,2022-02-21 23:42:30+00:00,1495906809143607296,"children most frequently acquire COVID-19 from adults, rather than transmitting it to them."" The latter headline appeared in an article in the American Academy of Pediatrics, Volume 146, in August of 2020.  https://t.co/fzooWO21rw",atasteofcreole,1
579,2022-02-21 23:42:29+00:00,1495906803271749636,I will cure minju of covid 19 I will set her free,thecutwhat,1
584,2022-02-21 23:42:17+00:00,1495906754781229059,"Sostuve encuentro con Rodolfo Sabonge, secretario general @ACS_AEC, a quien ratifiqué compromiso de #Cuba con la Asociación.

Coincidimos en necesidad de continuar promoviendo la concertación para enfrentar los desafíos comunes acentuados por el cambio climático y la Covid-19. https://t.co/eGJgmnL5fb",BrunoRguezP,1
585,2022-02-21 23:42:17+00:00,1495906753447624707,"BREAKING: Queensland has recorded five COVID-related deaths overnight, and 5583 new COVID-19 cases. https://t.co/O8xV8fxROn #7NEWS https://t.co/7hTHG6tiEB",7NewsMackay,1
586,2022-02-21 23:42:17+00:00,1495906753447591936,"BREAKING: Queensland has recorded five COVID-related deaths overnight, and 5583 new COVID-19 cases. https://t.co/YReZ2eFXSp #7NEWS https://t.co/i8Ejf0Voae",7NewsSC,1
587,2022-02-21 23:42:17+00:00,1495906753439203328,"BREAKING: Queensland has recorded five COVID-related deaths overnight, and 5583 new COVID-19 cases. https://t.co/m63Fb4jTMb #7NEWS https://t.co/kkkXlFlvNq",7NewsWideBay,1
588,2022-02-21 23:42:17+00:00,1495906753426653186,"BREAKING: Queensland has recorded five COVID-related deaths overnight, and 5583 new COVID-19 cases. https://t.co/Nvi91D1FDF #7NEWS https://t.co/XzDnqd8pj0",7NewsTownsville,1
589,2022-02-21 23:42:17+00:00,1495906753422446593,"BREAKING: Queensland has recorded five COVID-related deaths overnight, and 5583 new COVID-19 cases. https://t.co/jGTbl0fzfx #7NEWS https://t.co/ihNdCLt0pp",7NewsToowoomba,1
590,2022-02-21 23:42:17+00:00,1495906753422426112,"BREAKING: Queensland has recorded five COVID-related deaths overnight, and 5583 new COVID-19 cases. https://t.co/WbYeQT6ZHu #7NEWS https://t.co/0ZkUfMsGdS",7NewsCQ,1
591,2022-02-21 23:42:17+00:00,1495906753418264577,"BREAKING: Queensland has recorded five COVID-related deaths overnight, and 5583 new COVID-19 cases. https://t.co/tIEQ9JOpss #7NEWS https://t.co/9rWhdDEq2V",7NewsGoldCoast,1
592,2022-02-21 23:42:17+00:00,1495906753397280768,"BREAKING: Queensland has recorded five COVID-related deaths overnight, and 5583 new COVID-19 cases. https://t.co/XnBxGc8G1U #7NEWS https://t.co/EK7Tl0r4UD",7NewsCairns,1
593,2022-02-21 23:42:17+00:00,1495906753380515840,"BREAKING: Queensland has recorded five COVID-related deaths overnight, and 5583 new COVID-19 cases. https://t.co/VZ3A1cHvFd #7NEWS https://t.co/2u7DHxEOfI",7NewsBrisbane,1
602,2022-02-21 23:42:05+00:00,1495906702440419328,"@TudorChick1501 If she can work with or without #COVID19 then over the past 5 years why hasn't she helped her grandson and his family 🤔 She, @KensingtonRoyal and @ClarenceHouse are a disgrace to the nation - glad #thesussex are an ocean away https://t.co/hTs5zCgn5z",LThesussex,1
613,2022-02-21 23:41:50+00:00,1495906640482164736,"From Thursday, people with a positive test will no longer be legally required to self-isolate but will still be advised to stay at home. @CMO_England still urges people to continue to self-isolate if positive. Remember the posters? #COVID19 https://t.co/LKtdAhRj1j",i360_,1
615,2022-02-21 23:41:44+00:00,1495906615748591616,"Queen Elizabeth has tested positive for COVID-19 and is now on ""light duty,"" according to Buckingham Palace. I hope she recovers quickly. Mainly because with her on light duty, the Asst. Queen is gonna have to cover for her. That's not fair.",bmic222,1
617,2022-02-21 23:41:32+00:00,1495906565894942722,"Twitter labelled this misleading even though it was a direct quote from the program. 

#COVID19 https://t.co/hvGej27btq",Joel_Agius1,1
620,2022-02-21 23:41:27+00:00,1495906543547650053,Why Women Seem to Have Better COVID-19 Outcomes Than Men https://t.co/EOLrhf6AT4,MariolaPR,1
621,2022-02-21 23:41:26+00:00,1495906541362462720,"The date is 22-2-22, of course I choose to ignore the other digits. Prices are hitting the roof becoming unmanageable and yet we chose to ignore inflation in US, high world oil prices, slow economic growth in major countries, COVID-19 universal effect. No one is safe!!!!",charlesmonari47,1
622,2022-02-21 23:41:22+00:00,1495906525516550145,"@BelindaJOConnor #Masks are a simple, cheap way to effectively reduce spread of #COVID19. Beyond me why any government would reduce or drop #MaskMandates. Will cost a fortune in health care and lives. 
Fear the @actgovernment @ABarrMLA &amp; @RachelSS_MLA is about to do the same. Hoping they won't.",Alisoninlibrary,1
623,2022-02-21 23:41:16+00:00,1495906499331190785,"Coping with Covid-19 positive kids
https://t.co/ddPo6zvDlv  https://t.co/ddPo6zvDlv",staronline,1
624,2022-02-21 23:41:08+00:00,1495906464103378946,"A rainha de Inglaterra mantém os sintomas ligeiros depois de ter testado positivo à covid-19. 
 O estado de saúde da monarca foi o tema principal das conversas dos britânicos com desejos de melhoras. 
Isabel II vai ficar isolada no Castelo de Win... https://t.co/zvMQwZvcuF",cnnportugal,1
627,2022-02-21 23:41:05+00:00,1495906452426399745,He was quickly cited and released because of COVID-19 protocols.  COVID protocols are obtuse at this point. I think it's time to get things back to normal now. https://t.co/nVpguZMOqY https://t.co/cJZ522Ojo5,mark4oregon,1
628,2022-02-21 23:41:03+00:00,1495906443878289408,Study shows how neighborhood-level social vulnerability impacts COVID-19 hospitalization outcomes https://t.co/19tuNTztZK https://t.co/P30vrhnxVQ,ThePostsynaptic,1
643,2022-02-21 23:40:39+00:00,1495906344607666178,"The government will have to find other ways to convince the elderly to get immunized against COVID-19, if only to make them and members of their families and communities healthy and safe, the head of the National Vaccination Operations Center said. https://t.co/n2pCHYsbGk",inquirerdotnet,1
644,2022-02-21 23:40:39+00:00,1495906343546277889,Coping with Covid-19 positive kids https://t.co/oElbt8GD97 https://t.co/t84385WIf2,ZyiteGadgets,1
645,2022-02-21 23:40:37+00:00,1495906332901363714,"It was a part of Youngkin's “COVID-19 Action Plan"" that he signed in Jan. It was in line with policies that former Governor Ralph Northam put in place at the end of his term. 
https://t.co/erDniFCzje",ABC13News,1
650,2022-02-21 23:40:32+00:00,1495906315310276608,"COVID-19: State Law Telehealth Update: State Licensure Requirements Persist, Permissible Telehealth Modalities Generally Expand, and Insurance Parity Laws Ensure Reimbursement https://t.co/UHJeML9T9J",NatLawImmigrate,1
655,2022-02-21 23:40:18+00:00,1495906255122149381,"#AARP is focused on keeping you and your loved ones safe and sound during the #COVID19 pandemic. Here are some of the ways we have advocated for you. - https://t.co/SEMTWVOSDi
LIKE ▪️ SHARE ▪️ FOLLOW",YouTubeFitness3,1
659,2022-02-21 23:40:12+00:00,1495906229826502656,"The fact that the Victorian Government is masking kids but allowing adults to live unmasked is the most ridiculous thing to come out of the “pandemic” so far…. And it’s a long list. 

#COVID19 #MaskMandates",AUS_YNWA,1
669,2022-02-21 23:40:01+00:00,1495906185584721920,"New York COVID-19 hospitalizations below 2,600 in February 20 update https://t.co/jhL2SHKDds",RedLights4FF,1
673,2022-02-21 23:40:00+00:00,1495906178894901250,An improvement in COVID-19 hospitalizations is welcome news to mountain hospitals hit hard in the surge of cases over the past several months. https://t.co/GxpPBsU4Yw,WLOS_13,1
687,2022-02-21 23:39:47+00:00,1495906124784365568,"The irony of so many anti maskers is the majority who smoke, likely still step outside for the cigs.
#COVID19 #GOPMaskless",JaeJayWalker,1
688,2022-02-21 23:39:45+00:00,1495906117972541448,"The Prime Minister : Make the National Covid Memorial Wall Permanent - Sign the Petition! https://t.co/dIXVhA71SM via @UKChange

What a great thing to for the families of those who died from Covid-19, will be remembered for much longer.

I lost my step father.

Mercy and love.",Justice4all11,1
694,2022-02-21 23:39:27+00:00,1495906041154138112,"All Covid restrictions will end in England on Thursday and free mass testing will stop from 1 April.
The legal duty to isolate for those who tested positive would be dropped. From 1 April the provision of free testing would be targeted to the most vulnerable. #COVID19 #England",ranganashamil,1
698,2022-02-21 23:39:15+00:00,1495905992370016258,.@eu_commission @francediplo_en @SpainMFA @ItalyMFA @CanadaDev @g20org — COVID-19 means that the 128M children living in conflict right now are doubly at risk of missing out on an education. Will you support @EduCannotWait to help all kids #ReturnToLearn? #GlobalCitizen,CGreig,1
702,2022-02-21 23:39:08+00:00,1495905961101303812,"New Plymouth Boys’ High School, Sacred Heart Girls’ College and Spotswood College have all announced a confirmed Covid-19 case. https://t.co/xwBpCNyfRX",NZStuff,1
707,2022-02-21 23:39:00+00:00,1495905928092307460,"Longtime Greeley restaurateur Michael Santeramo died in late January of #COVID19-related causes. Santeramo's memory was celebrated by family and friends Saturday in Greeley. Story from @Tmarkard1 

https://t.co/PghQ2kDhjf",AnneGDelaney,1
708,2022-02-21 23:39:00+00:00,1495905927001739266,"Although #telehealth services have increased in response to COVID-19, research in #pediatric neuropsychological assessment is lacking. In their new work, Dr. Lichtenstein (@phishbrained) et al. introduce a hybrid model of clinical service delivery. https://t.co/OAoAlNBoxp https://t.co/JhFZwCnLq8",APADivision40,1
709,2022-02-21 23:38:56+00:00,1495905913286565888,SE New Prokes Perjalanan Luar Negeri Diterbitkan Satgas Covid-19. Nusantara Satukan Indonesia https://t.co/dqNsQSXVun,AtayaPranaya2,1
711,2022-02-21 23:38:53+00:00,1495905897495003140,"How Buckingham Palace has handled the Queen’s health issues, from hospitalisation to COVID-19 | The New Daily https://t.co/1FQrzc5KS6",nobby15,1
712,2022-02-21 23:38:53+00:00,1495905897398571011,His death is a loss for humanity here is a link to his latest publications Test and treat: a missing link in the global fight against COVID-19 https://t.co/yZk1GuJMVA,peaceoneday1,1
714,2022-02-21 23:38:50+00:00,1495905884660191234,Watching @ctvregina tonight for the first time In months. And my conclusion is #Canada is crying big part of me thinks this could of been avoided but there is a huge disconnect and I think @JustinTrudeau resignation is the only solution #COVID19 https://t.co/YlgFq79vqF,pdesiatnyk,1
715,2022-02-21 23:38:49+00:00,1495905880562614272,"When I tested positive for COVID-19, I was drinking that Honey Citron Tea 😅",BlackSwanChim,1
724,2022-02-21 23:38:23+00:00,1495905774748553218,SO_MTL: RT ciusss_csmtl: LIGNE VAX-19 #COVID19 | Un nouveau circuit d'autobus temporaire gratuit sera accessible aux résidentes et résidents de Sa…,JadoreMontreal,1
735,2022-02-21 23:38:00+00:00,1495905678350860288,The pandemic has made me realise that most women have beautiful eyes. It’s just rest of the face that sometimes doesn’t sync up. #pandemic #COVID19 #MaskUpIndia,SubhraPrakash,1
746,2022-02-21 23:37:43+00:00,1495905603558027264,#cblive Luke O'Neill Shove your vaccines and your booster where the sun don't shine #COVID19 #NPHET @CMOIreland @paulreiddublin @HSELive @DonnellyStephen what have more confident in striking A box of matches underwater than anything you lot SAY @fiannafailparty,irishpoint,1
747,2022-02-21 23:37:41+00:00,1495905597690101763,"New Post: Pakistan records 1360 new COVID-19 cases, 31 more deaths – Xinhua https://t.co/H0SXy5xIrN 
.

#pakistan #pakistannews #ptigovernment #imrankhanpti",Pak5News,1
749,2022-02-21 23:37:36+00:00,1495905575196295169,"Anglicare has “five ideas” it wants tackled by the major parties
a basic income
a jobs guarantee
a community climate fund
a home for every Australian
and governing for all, which includes an inquiry into COVID-19 #auspol https://t.co/UjAIJzLU1w",noisywoman,1
758,2022-02-21 23:37:25+00:00,1495905531248226305,"Dr. Peter McCullough compares our US hospitalization data to that from around the world. He talks about the CDC too. Remember the very recent revelations of them hiding relevant COVID-19 data and entire age groups from We the People, and the world. https://t.co/TXotgtI0Ru",QuantumMed3,1
761,2022-02-21 23:37:18+00:00,1495905500952776709,"#Destacadas l Industria del #Fitness muestra sus 'bíceps'; resistiría una nueva ola de #COVID19, de acuerdo con David Rascón, director general de #AnytimeFitness. ➡️ https://t.co/NaL7p5D0jZ https://t.co/Q5wCd89Trg",FortunayPoder,1
766,2022-02-21 23:37:12+00:00,1495905475040325634,"Countries aren’t ending #COVID19 policies. 
They’re gearing up to introduce phase 2. 

#Biometric ID’s interfaced with a banking a
#SocialCreditSystem proving privileges for compliance. 

Welcome to #KlausSchwab’s dystopian #metahuman Revolution &amp; The #WEF’s #GreatReset",RebelRebel2xx2,1
772,2022-02-21 23:37:00+00:00,1495905423613911047,"Tamil Nadu logs 788 fresh COVID-19 cases, 1 death https://t.co/7U467r8Yj3",ktnewslive,1
776,2022-02-21 23:36:49+00:00,1495905380097933312,COVID-19 is still a national emergency. At least that’s what President Joe Biden said Friday in a letter to Congress. But many states are ready to move from living in an emergency state to an endemic state. https://t.co/9K1P3f6JxV,NBCMontana,1
778,2022-02-21 23:36:45+00:00,1495905362805129216,"@genericitis Never mind me, I have spent the better part of the last 5 days trying to sleep off a #COVID19 infection. I should head back to bed, I am getting grumpy.",CyndyKitt,1
779,2022-02-21 23:36:44+00:00,1495905355792269312,"British Prime Minister Boris on Monday said he would end all coronavirus restrictions in England including mandatory self-isolation for people with COVID-19 and free testing, drawing scepticism from some scientists and political opponents. https://t.co/bZOMYEbxdo",TehranTimes79,1
782,2022-02-21 23:36:34+00:00,1495905317678313473,"Covid-19 (Feb 21): 25,099 new cases, 3 pct active cases in hospital https://t.co/txwbBmnwEx",malaysiakini,1
785,2022-02-21 23:36:31+00:00,1495905304759844866,Dr. Ryan Cole is Sending Covid-19 'Vaccine' Warning: 'Cancers Are Taking Off Like Wildfire' (Video) - THE FIRST LIGHT REPORT https://t.co/nCFcnqOxlX,TRUMP_OF_OMEGA,1
790,2022-02-21 23:36:24+00:00,1495905275005620224,"February 22, 2022 Covid-19  cases yesterday. Tasmania.
6 hospital patients are being treated specifically for COVID-19 symptoms; 5 COVID-19 positive cases are being treated for unrelated medical conditions. https://t.co/OeFTLxIJfO",janicedavisau,1
792,2022-02-21 23:36:23+00:00,1495905270853165056,"Queen Elizabeth II tested positive for COVID-19 and is experiencing mild, cold-like symptoms, Buckingham Palace sai… https://t.co/mv0ViudLeH",Sabrina69835280,1
797,2022-02-21 23:36:08+00:00,1495905207791796232,Great presentation by @nuriaoliver about her team's @xprize winning research. PathCheck DICE - Global Health Innovators Seminar - 16 https://t.co/eC5cDTwWD3 @PathCheck_fnd @PathcheckR #COVID19 #publichealth,graham_dodge,1
799,2022-02-21 23:36:05+00:00,1495905192537174020,OFWs in Hong Kong who got infected in the ongoing COVID-19 surge in the Chinese special administrative region have appealed for immediate government assistance after some of them were fired by their employers.|@dpazzibuganINQ @LeilasINQ @santostinaINQ /PDI https://t.co/oTIMRgtSAX,inquirerdotnet,1
800,2022-02-21 23:36:05+00:00,1495905192528728078,"Victoria is easing indoor mask-wearing and working from home rules and bringing back elective surgery under changes to COVID-19 pandemic health orders.

MORE: https://t.co/7n7TSNidsM https://t.co/0pTDfO6114",theprojecttv,1
802,2022-02-21 23:36:01+00:00,1495905178314227720,"Tomorrow's the day! CSB/SJU are hosting a COVID-19 vaccine clinic on Tuesday, February 22. Learn more about CSB/SJU's efforts to promote the health and well-being of the entire community at: https://t.co/T4YLuTR8qa https://t.co/aBfGaCGgea",CSBSJU,1
804,2022-02-21 23:36:00+00:00,1495905174564519941,"The CDC is plotting the 4th shot while I’m over here still holding strong with never getting the 1st one.
#COVID19 #MandateFreedom #PeoplesConvoy #FreedomConvoy2022",ConservDad76,1
807,2022-02-21 23:35:57+00:00,1495905158458671106,"#IMSS: Anuncian suspensión del Permiso #COVID19 tras disminución de contagios. A partir del 22 de febrero, los trabajadores que presenten síntomas deberán acudir directamente a las Unidades de Medicina Familiar para una valoración presencial. 👇🏽
https://t.co/KrFmBRm6bc",estebantinajer,1
809,2022-02-21 23:35:54+00:00,1495905146445910018,"💵 $9,967 Invested in #MKC on 2020-03-31 (146 Units | $68.27) 
💰 $14,670 Prsent Market value
📈 $4,310 Gain (47.18% | $68.27 ➡️ $97.79)
🏭 $392.74 Dividends
☎️ Call to Action: Follow - The Highest Dividend is Time
#investing #FinancialFreedom #Stocks #COVID19 #IFvestment",ModernSuccesses,1
811,2022-02-21 23:35:47+00:00,1495905116871925761,via @NYTimes Good news! #Vaccines #Covid19 #Booster  https://t.co/hlj5DiNznk,RosieEmery,1
814,2022-02-21 23:35:44+00:00,1495905104565833728,"Des parents qui pourtant n’ont pas hésité à se faire eux mêmes vacciner restent dubitatifs pour leurs enfants, redoutant des effets à long terme. Démontrer l’innocuité à long terme est indispensable pour générer la confiance des parents envers la vaccination des enfants #COVID19",Ce_RiB,1
817,2022-02-21 23:35:36+00:00,1495905073687375874,@BobRae48 please take the leap . Covid 19 is over old man,Concern02503181,1
818,2022-02-21 23:35:33+00:00,1495905060651671557,"@JoshButler Emerging data suggest that obesity is a major risk factor for the progression of major complications such as acute respiratory distress syndrome (ARDS), cytokine storm and coagulopathy in COVID-19. 

https://t.co/RVvlRASlMW",psylenced,1
821,2022-02-21 23:35:30+00:00,1495905045329629184,Why natural killer cells react to COVID-19 https://t.co/NHkecVa1kt,hugo_indalecio,1
824,2022-02-21 23:35:24+00:00,1495905021640298506,"The COVID-19 pandemic has completely changed the world, created new habits, and modified life patterns. Almost everything happens online these days.

https://t.co/j2uAn38dbS https://t.co/p0RKsN7wbm",CareerAlley,1
825,2022-02-21 23:35:23+00:00,1495905019769630728,@_iam_tab @SneGuguMsimang1 @netflix Season 8 must be close to or over a year old. We watched the end of S8 of it during covid-19. S9 is up and we're already at S9E9 https://t.co/KPkVYGH1Hw,GovernorOFF,1
826,2022-02-21 23:35:23+00:00,1495905018582827008,"@mariekehardy Emerging data suggest that obesity is a major risk factor for the progression of major complications such as acute respiratory distress syndrome (ARDS), cytokine storm and coagulopathy in COVID-19. 

https://t.co/RVvlRASlMW",psylenced,1
832,2022-02-21 23:35:15+00:00,1495904986097664002,Please tell me how fair it is that I have to use all of my personal paid time off because I got COVID (at a job where I’m exposed to it daily) before I can get COVID pay. Make it make sense! 🤨🤔 #Nursing #COVID19,justurka,1
833,2022-02-21 23:35:14+00:00,1495904982037585921,"@FloRoberts93 @niksta1974 @goodfoodgal Clearly didn't read cause from that ""mRNA vaccines BNT162b2 (BioNTech-Pfizer) and mRNA-1273 (Moderna/NIAID) have demonstrated high efficacy and safety in clinical trials for COVID-19 prevention""

Talk about an own goal",Goffel73,1
840,2022-02-21 23:35:06+00:00,1495904947954720771,"“… the @EU_Commission said deliveries were expected to start this week. The @Novavax [#COVID19] #vaccine was initially planned to be available in January, but has faced regulatory delays…”🤔 #compliance #procurement",MAAWLAW,1
845,2022-02-21 23:35:01+00:00,1495904925217341442,"#NotadelDía Esto significa que el distanciamiento social es tan importante ahora como lo era cuando comenzó la pandemia de COVID-19, incluso si estás vacunado. #Salud

👉 Conoce más: https://t.co/BfRmJRIkhi https://t.co/Yy2CjqOyUV",RecluITmx,1
847,2022-02-21 23:35:00+00:00,1495904920381186048,Study: Mask mandates effective in reducing daily COVID-19 cases. https://t.co/FVM9WWUYGx,KTNV,1
850,2022-02-21 23:34:57+00:00,1495904907026599938,@davidandrews808 The science behind why children fare better with COVID-19 - The Wall Street Journal https://t.co/bV6hGHlmwZ,davidandrews808,1
851,2022-02-21 23:34:56+00:00,1495904903017136129,@Daltmann10 And given that 35 years of science proves long-term (more than a few weeks or maybe a month or two) immunity DOES NOT EXIST for #coronavirus https://t.co/6GV8uhrE9b and does not exist for #COVID19 either https://t.co/sFMygLBNIK,DE2344,1
856,2022-02-21 23:34:49+00:00,1495904877163302915,@marcmorehouse ... GREAT piece.  Fran is right.  Let's pretend COVID-19 is still a real thing and simply wave at each other at the end of a game.  Plenty of time after things cool down to address issues.,wheckroth,1
857,2022-02-21 23:34:49+00:00,1495904875913252864,"The COVID-19 Pandemic has not been enjoyable to many people. This is a reminder to visit a mental health professional if Corona Virus has affected your financial situation, relationship, or general peace of mind. https://t.co/oTzzCf0Tuk",Victori44685362,1
860,2022-02-21 23:34:42+00:00,1495904845483679751,"Physician #burnout is a real issue, particularly impacting specialties on the front lines for #COVID19 like #emergencymedicine and critical care  @beckershr 29 physician specialties ranked by 2021 burnout rates https://t.co/RBJw8sDZvn",moricemdphd,1
866,2022-02-21 23:34:31+00:00,1495904798201335810,"@lpaul9375 @thomfire_mike @coachingbyvideo @61harpy @ajf140_amanda It will soon become apparent that large numbers of un-masked and un-vaxxed have survived the threat of Covid-19, and many will be angry. I attach the latest data from UKHSA which shows that the vaccines have negative effectiveness in most age groups. https://t.co/b9D4ESJcis",stephen1e4,1
867,2022-02-21 23:34:30+00:00,1495904796980789256,"@RickyDHale ‘Free’ meaning ‘without cost’ — you critically misunderstand who pays for this, us. Borrowing can’t continue indefinitely and free COVID-19 tests are costing billions per month.",DJE_SIMMONS,1
